state_fips,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22
1,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.05,0.07,0.1,0.16,0.79,2.0,3.67,4.73,7.24,10.17,12.52,15.2,18.45,19.73,24.32,29.28,33.42,37.44,41.55,42.02,43.42,44.43,44.06,42.08,41.86,44.04,43.83,46.72,46.67,47.57,51.27,57.18,58.6,61.63,60.55,61.41,61.74,62.11,58.7,72.49,73.82,70.25,69.54,68.62,71.77,75.37,59.11,60.21,61.31,60.85,100.29,99.64,98.91,104.72,104.69,109.24,111.67,81.15,83.01,88.98,93.19,97.29,97.24,99.0,105.68,111.29,113.11,114.53,115.31,120.7,127.62,131.42,140.22,142.38,143.34,150.31,147.9,144.33,131.54,126.17,127.9,130.78,132.55,134.48,134.3,144.05,148.57,150.69,152.73,151.15,153.55,160.91,161.3,163.92,167.69,172.69,175.3,169.78,168.45,173.02,172.49,172.51,172.59,176.4,183.31,182.84,187.0,193.86,197.8,207.33,216.07,217.0,220.77,221.39,236.57,243.11,242.12,238.15,237.23,236.89,245.34,241.02,241.74,254.18,260.82,281.84,301.02,302.46,307.73,312.62,317.29,321.82,309.37,303.39,306.43,309.19,311.47,307.76,306.73,309.04,315.04,312.98,308.93,311.45,307.25,305.51,298.1,285.67,287.6,288.18,292.98,289.89,284.71,300.82,296.88,297.92,294.96,314.77,324.03,333.87,333.32,350.01,355.97,361.23,334.62,322.15,309.98,291.15,273.9,263.65,255.16,252.15,266.21,265.32,261.93,261.59,258.63,257.45,257.55,243.45,246.45,247.06,239.0,226.83,230.21,233.52,235.14,234.76,240.56,251.87,266.91,263.48,261.66,262.36,259.03,254.65,256.36,257.2,256.85,260.08,259.74,256.26,258.47,254.42,250.02,252.91,250.32,248.9,250.68,249.06,249.57,251.61,254.84,257.43,259.66,258.38,255.91,254.34,255.99,252.32,256.32,266.39,262.63,267.63,276.37,279.06,283.97,277.14,272.24,276.77,274.69,293.54,296.86,298.41,302.9,302.57,311.73,310.99,292.41,293.85,293.71,296.0,301.01,288.85,287.86,290.29,286.17,280.34,271.4,263.84,269.8,273.98,270.74,279.89,292.09,304.21,308.96,311.95,310.55,314.31,305.11,293.14,260.87,241.51,235.6,238.69,241.89,242.61,264.49,294.14,316.92,329.46,334.08,335.95,340.33,332.38,343.08,351.74,354.77,360.42,360.84,367.6,385.98,383.17,379.85,376.93,374.93,378.76,427.42,413.95,410.16,366.34,345.21,333.51,324.63,278.96,280.73,279.62,300.94,303.17,304.63,293.26,271.09,268.29,276.83,297.0,315.8,320.78,333.06,347.51,345.91,338.45,334.33,321.18,303.55,303.42,305.73,297.8,291.31,288.67,290.29,304.75,299.56,292.99,292.08,276.75,254.57,251.9,246.22,241.04,237.46,228.49,241.76,255.84,258.26,256.8,257.24,258.84,261.2,252.94,249.54,240.58,240.8,231.37,205.93,182.07,176.24,165.65,164.04,157.21,138.95
2,0.54,0.27,0.27,0.61,0.73,0.9,0.97,1.05,1.42,1.63,2.38,3.7,6.16,7.29,9.32,13.08,19.11,27.54,34.6,39.46,41.67,42.52,47.58,50.06,53.88,52.91,53.3,59.56,64.79,66.3,67.68,66.29,69.43,73.69,71.11,68.36,66.65,66.4,62.27,62.64,62.31,62.29,61.85,60.57,58.24,61.17,59.64,57.45,57.99,58.65,61.32,68.42,72.49,73.85,79.29,83.32,89.25,93.32,94.7,97.16,105.9,102.43,101.33,101.39,110.32,118.71,121.89,119.7,128.87,134.45,133.33,132.67,127.88,134.68,144.55,143.31,146.53,152.5,172.44,195.16,211.75,214.3,220.55,216.48,215.2,188.66,182.19,177.5,177.98,185.7,196.57,204.98,228.7,229.75,227.14,238.88,239.71,230.41,219.31,210.14,204.28,211.4,223.2,242.68,262.53,281.75,319.08,367.15,388.76,392.77,395.87,405.02,419.73,426.75,419.62,431.75,447.62,469.43,464.91,466.5,488.56,503.4,532.52,526.62,522.79,526.66,499.78,462.2,460.59,492.32,528.27,555.06,593.06,635.63,658.42,667.18,632.06,617.25,634.35,663.26,679.02,706.91,723.79,750.93,783.96,781.36,756.18,755.95,746.49,760.23,741.33,700.15,692.53,686.33,666.54,666.0,650.41,635.12,668.36,685.63,691.6,701.58,749.92,765.76,820.72,850.88,855.01,867.53,871.43,810.45,808.86,793.84,764.05,764.2,765.43,764.11,769.65,788.16,797.76,803.73,816.65,821.61,819.58,832.1,824.68,817.0,797.21,767.44,756.53,757.31,707.92,702.28,666.81,694.43,699.57,680.57,658.36,696.16,693.64,731.0,734.84,735.13,742.19,738.29,732.5,695.96,699.0,674.14,659.39,652.26,657.37,691.18,707.51,698.89,725.62,746.72,752.58,764.94,790.06,779.15,793.05,795.78,826.96,822.82,822.18,795.14,859.27,897.51,948.68,929.11,983.65,985.49,1001.11,1072.03,1090.5,1090.65,1124.18,1095.81,1106.14,1138.78,1095.23,1055.44,1038.9,1029.81,1029.93,1064.22,1064.39,1067.74,1115.68,1160.76,1234.12,1267.86,1263.48,1297.98,1288.21,1281.6,1264.51,1231.25,1234.95,1219.89,1250.2,1289.14,1324.88,1349.34,1411.27,1444.25,1475.11,1519.63,1546.77,1622.3,1526.18,1426.4,1400.72,1421.6,1348.39,1360.08,1315.04,1402.51,1434.37,1416.33,1369.31,1374.05,1361.16,1308.21,1299.16,1290.09,1298.06,1273.17,1265.77,1217.49,1208.17,1173.22,1182.06,1173.92,1163.18,1126.39,1056.13,1000.74,953.55,818.42,768.06,796.24,754.03,798.16,844.39,845.59,881.21,883.81,911.37,923.85,965.76,978.47,1025.67,1131.99,1180.51,1164.28,1180.24,1150.87,1156.46,1156.26,1116.64,1099.92,1105.6,1050.07,1024.75,946.98,879.59,831.54,824.7,790.53,799.54,816.01,863.79,910.44,935.89,939.42,966.59,999.62,1034.45,1028.55,1071.31,1106.93,1096.04,1087.38,1073.46,1043.59,1030.45,1003.76,960.27,949.55,934.94,895.67,863.13,836.96,815.16,786.09,755.74,716.35,631.56
4,0.0,0.08,0.13,0.11,0.12,0.17,0.15,0.15,0.16,0.19,0.28,0.32,0.4,0.41,0.64,0.96,1.06,1.15,2.68,4.3,7.27,12.07,14.0,16.47,22.96,28.75,33.46,40.94,43.5,45.87,49.33,49.04,49.86,54.25,52.2,47.88,46.47,52.07,50.49,45.47,38.77,34.03,33.02,31.69,25.2,24.67,25.74,26.08,26.47,26.3,26.52,26.42,27.28,27.87,28.45,29.4,30.08,30.48,32.06,35.04,38.28,40.64,43.69,50.37,54.53,58.59,63.26,65.66,69.24,73.64,78.43,83.38,88.0,90.15,92.34,94.51,90.41,91.5,91.69,88.81,86.77,83.65,79.75,81.47,74.93,74.89,79.27,81.12,89.36,101.99,109.93,118.45,122.29,130.66,137.17,139.82,136.96,137.99,135.81,131.43,128.63,135.91,136.75,140.06,143.32,150.76,164.37,173.54,179.73,184.19,201.97,212.85,217.78,212.33,206.9,216.49,228.25,221.78,232.05,237.38,245.92,253.83,249.85,245.27,253.99,246.12,240.09,236.97,237.75,232.02,239.78,226.61,229.24,236.55,248.33,251.62,261.84,252.81,252.11,251.11,247.02,230.03,218.77,222.79,242.16,256.63,265.19,270.16,280.07,295.32,289.08,283.27,265.59,251.44,239.85,242.62,229.08,212.74,192.65,192.65,184.46,177.53,162.42,161.2,169.2,172.73,174.66,172.22,174.4,173.9,174.26,169.54,170.62,170.26,175.3,170.23,169.19,171.82,172.07,175.06,173.55,168.68,165.4,161.62,163.02,162.55,155.06,158.11,163.16,164.18,161.34,141.32,139.84,143.01,139.17,132.95,135.49,138.29,151.74,153.04,156.65,164.75,167.95,171.18,174.26,180.6,185.27,188.25,184.55,187.64,186.6,187.31,184.33,182.43,184.55,188.43,193.92,197.74,202.23,214.42,219.9,222.65,226.11,220.92,220.26,219.48,214.73,193.4,185.38,186.27,196.35,201.06,203.91,216.1,246.3,258.09,267.53,245.39,238.79,235.58,238.88,205.51,192.64,196.3,220.19,229.75,223.8,221.76,269.63,297.65,300.86,310.03,326.18,344.65,348.14,344.73,336.05,334.64,343.06,347.17,359.51,378.29,387.3,408.61,416.69,439.91,435.47,450.45,453.11,478.54,467.33,471.85,462.11,465.18,454.1,443.72,438.22,468.3,485.93,497.25,509.19,505.92,516.89,542.78,541.47,538.61,521.29,502.82,507.4,516.92,483.0,482.82,485.2,496.15,528.29,535.95,520.45,513.78,478.03,454.92,419.01,391.92,385.03,402.27,414.88,457.99,464.85,475.62,484.53,502.7,509.99,531.05,529.34,562.51,593.38,612.62,600.26,600.93,594.45,597.14,552.17,512.91,495.07,480.16,466.42,457.86,448.27,487.34,510.98,508.55,510.66,502.89,488.51,481.96,474.43,464.38,448.66,451.22,442.0,437.96,432.18,412.51,407.61,402.09,388.87,387.84,373.01,357.3,344.52,341.03,336.89,329.4,312.19,305.86,298.07,293.98,259.63,252.11,229.67
5,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.04,0.1,0.13,0.36,0.43,0.63,1.07,1.22,2.28,5.09,5.92,7.44,8.14,11.02,12.8,13.96,14.47,15.9,18.24,22.44,22.51,23.58,25.24,25.63,30.44,30.0,28.87,29.82,34.11,38.17,41.33,37.0,34.9,34.64,33.9,31.07,27.34,24.68,27.39,29.57,31.11,35.09,38.43,43.41,48.36,49.73,55.63,64.1,72.83,78.11,80.7,84.18,94.45,100.44,100.5,106.6,113.97,113.88,116.83,109.94,113.31,116.12,107.68,102.05,97.99,97.14,98.2,94.51,98.65,103.82,106.7,111.36,105.64,104.11,98.37,87.08,82.44,74.49,79.5,91.14,101.34,104.27,121.09,124.9,135.36,139.56,142.1,141.69,150.4,140.86,150.24,169.53,179.59,192.38,197.59,208.67,219.09,233.06,229.36,228.04,221.71,233.5,234.35,245.77,239.62,239.3,245.27,244.73,235.81,241.07,248.38,255.32,259.43,250.44,239.84,234.12,219.39,211.73,198.56,204.26,214.68,221.75,222.01,231.39,225.11,217.82,226.54,226.51,230.67,232.53,233.5,238.67,254.91,237.41,232.19,229.0,230.94,232.35,229.52,229.4,238.65,247.3,251.44,253.72,252.76,249.92,248.61,242.19,239.01,238.67,229.91,227.17,231.6,235.33,235.66,229.13,227.38,224.67,220.85,215.15,210.08,203.55,208.46,204.06,202.54,202.24,202.98,204.2,201.65,199.02,197.86,202.21,205.76,211.65,225.93,251.69,259.29,262.24,263.29,252.55,242.41,230.93,243.53,267.0,276.98,295.93,331.06,359.36,370.85,359.57,353.68,338.09,336.13,325.07,318.0,335.99,350.27,354.17,375.44,366.85,363.91,365.66,361.9,357.28,347.53,339.57,333.69,341.3,344.9,342.08,348.23,356.19,360.52,368.82,364.35,353.82,352.32,346.61,342.98,344.63,334.17,320.61,320.36,323.12,315.02,313.14,307.89,316.33,320.1,317.78,312.05,303.7,282.5,266.91,264.53,254.66,243.15,236.63,233.1,238.54,257.27,265.21,291.25,309.64,318.97,340.81,366.01,368.22,375.31,384.54,389.12,388.94,378.02,355.25,365.27,367.27,373.45,385.05,381.97,361.34,365.47,348.6,353.82,324.27,298.62,263.6,265.48,301.11,316.09,304.88,317.33,335.79,369.63,379.34,340.8,341.66,342.64,346.88,345.14,360.27,382.26,409.31,408.99,406.81,404.06,401.29,397.13,383.14,352.95,321.53,302.11,285.4,269.38,275.32,282.01,281.58,304.4,308.04,317.89,332.39,324.99,322.84,353.11,360.93,379.64,378.64,381.8,390.27,394.37,385.94,392.62,393.45,389.63,389.13,380.06,375.71,380.74,371.26,362.6,365.45,363.87,357.04,359.41,351.21,355.96,354.92,346.56,367.92,374.75,369.1,361.2,351.48,347.14,334.29,297.01,263.68,239.66,218.52,201.72,187.74,171.16,140.92,119.8,90.79,63.73,51.83,46.5,48.82
6,0.15,0.22,0.22,0.21,0.26,0.3,0.44,0.48,0.51,0.66,0.87,1.35,1.71,2.18,2.69,3.38,4.03,4.85,5.55,7.34,8.82,11.44,12.8,15.53,17.94,21.03,23.42,25.85,26.46,27.98,28.42,30.14,31.4,31.93,31.77,31.69,31.16,36.19,36.15,35.34,35.65,36.06,36.26,36.48,35.45,35.38,36.75,37.47,38.76,40.45,41.62,40.55,43.59,45.17,48.37,51.07,50.64,52.48,55.58,57.13,61.48,65.31,67.88,72.01,77.95,80.67,85.34,88.8,88.69,91.49,93.84,94.71,95.44,97.46,99.97,107.18,109.27,110.22,109.21,112.49,115.14,119.33,124.81,128.59,134.55,140.52,143.0,143.08,144.08,142.95,143.44,144.95,147.39,147.7,151.42,153.17,152.96,155.73,155.88,154.49,158.2,162.03,165.54,168.37,171.37,173.28,177.63,182.75,185.67,186.37,189.91,189.95,192.26,192.87,193.44,197.18,201.98,207.26,214.08,218.27,223.51,231.64,236.21,243.59,242.54,238.67,237.76,238.98,236.64,238.78,241.49,254.84,265.73,270.58,284.85,295.18,302.02,303.91,300.37,298.42,302.72,304.82,313.19,322.16,325.35,330.15,328.57,326.4,320.37,317.86,310.52,316.68,315.52,324.44,326.92,327.9,319.32,314.49,308.65,311.95,309.24,308.3,304.74,298.99,300.33,295.86,288.42,281.2,273.05,269.32,270.94,264.7,264.52,260.82,262.1,258.33,251.21,248.48,251.25,245.59,244.84,240.47,243.19,239.28,241.34,239.71,242.94,244.53,243.86,238.74,230.25,217.91,217.91,221.26,221.93,225.59,227.75,237.12,250.89,256.95,254.63,256.06,256.66,259.8,262.57,264.3,264.56,264.22,260.62,255.25,235.28,208.07,182.95,170.68,169.1,164.24,166.8,168.62,184.98,211.73,232.12,243.49,258.29,264.53,286.06,282.98,251.45,212.6,195.02,190.85,188.97,178.25,182.87,201.76,228.52,246.76,252.25,253.52,258.3,260.55,261.63,261.34,258.86,262.43,269.1,279.68,287.21,292.04,296.04,306.62,313.97,319.36,319.99,323.8,321.62,323.97,323.85,335.11,344.64,356.0,380.42,418.92,455.66,475.68,487.88,505.09,523.12,524.1,527.78,534.02,524.34,498.72,471.4,451.93,466.3,479.22,481.08,513.17,555.53,587.69,615.59,632.5,629.98,638.54,650.69,658.51,667.49,669.29,671.01,696.14,697.0,700.74,716.63,727.67,733.59,730.7,716.86,740.27,734.17,697.98,667.62,651.46,642.19,643.04,644.88,650.65,648.06,638.19,640.6,647.36,654.37,651.94,657.09,677.72,698.23,693.47,690.82,682.02,687.26,697.49,714.26,714.51,705.56,681.39,665.05,639.37,608.88,585.48,581.86,579.3,577.0,580.71,583.58,575.73,566.09,567.28,570.79,571.8,578.61,566.87,567.59,569.5,559.33,551.02,539.57,508.53,452.57,397.16,339.28,290.6,255.79,224.97,208.45,238.32,267.02,287.79,290.63,278.76,264.67
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.05,0.07,0.08,0.08,0.16,0.26,0.34,0.34,0.42,0.42,0.44,0.42,0.42,0.42,0.46,0.49,0.51,0.5,0.53,0.44,0.44,0.49,0.43,0.43,0.43,0.39,0.41,0.34,0.27,0.21,0.19,0.2,0.26,0.45,0.67,0.91,1.26,1.41,1.7,1.82,1.83,2.16,6.22,15.02,22.6,29.01,36.14,44.63,53.66,58.35,58.08,59.19,60.23,59.04,57.67,58.05,60.69,61.45,63.16,63.42,65.21,68.43,69.65,68.88,71.53,70.84,70.85,71.21,71.47,71.66,75.87,73.01,73.42,78.0,77.11,76.17,79.01,81.17,85.22,88.19,86.55,89.13,91.15,93.25,94.66,95.44,94.44,97.25,102.86,104.68,104.82,102.59,105.72,107.18,106.44,106.39,111.84,114.36,115.69,116.43,120.41,118.96,114.6,114.74,110.66,111.05,116.78,115.53,117.54,122.18,125.65,126.79,126.69,120.14,122.5,124.49,124.4,120.53,135.45,138.88,141.65,144.59,147.88,150.55,158.57,151.36,151.82,155.94,159.99,168.04,175.07,179.23,184.6,198.77,208.1,212.38,209.06,211.1,204.32,203.52,196.69,191.4,186.52,182.89,177.68,181.15,177.71,179.43,177.85,180.14,180.25,172.78,165.62,169.11,167.5,171.25,165.84,169.73,168.54,167.81,167.75,166.76,160.77,160.59,161.42,161.83,162.45,159.71,160.39,160.82,163.59,155.12,151.16,154.21,153.84,157.72,157.99,160.31,168.49,167.57,154.9,153.99,126.38,119.38,121.71,118.62,133.22,148.91,156.8,186.46,201.98,208.04,217.66,215.69,224.5,229.61,236.41,247.02,260.81,260.01,265.68,275.12,284.9,288.22,288.53,279.88,287.07,289.1,291.05,296.16,301.89,311.09,311.07,314.04,316.11,314.86,316.97,292.67,275.29,290.71,295.45,299.45,304.2,314.34,343.89,375.12,381.43,374.76,388.78,389.13,398.09,412.19,409.78,419.53,441.09,453.4,477.83,488.07,518.03,537.18,558.23,574.99,586.36,603.71,633.12,645.21,661.44,671.08,689.69,705.64,717.61,738.14,774.97,802.15,823.74,834.86,838.19,846.5,869.78,823.05,810.69,788.35,812.45,785.46,774.21,741.31,769.28,760.38,753.39,700.95,719.3,724.16,727.59,721.35,726.24,719.08,721.75,720.25,708.49,708.96,695.33,677.71,679.2,701.33,667.52,687.86,672.11,679.36,651.56,613.55,584.96,566.94,520.52,489.43,468.76,470.22,482.69,484.43,508.28,534.76,579.56,591.6,618.08,641.77,621.86,622.55,627.34,594.43,588.4,585.53,589.4,586.76,595.55,556.02,573.67,578.15,572.56,550.55,534.39,504.58,523.53,492.56,455.64,444.4,444.03,442.14,438.5,445.3,454.28,468.26,465.17,463.78,461.27,463.08,466.18,471.91,467.12,472.44,459.74,450.11,441.34,420.29,402.56,390.73,381.61,388.48,396.81,410.51
9,0.06,0.06,0.07,0.1,0.17,0.21,0.24,0.23,0.38,0.51,0.64,0.76,0.91,1.14,1.45,1.61,1.92,2.76,3.95,5.29,8.57,13.47,18.18,24.44,28.73,35.58,44.1,47.83,51.13,50.78,55.58,58.98,61.57,61.26,65.81,67.25,72.88,71.85,74.89,75.93,78.61,78.82,79.67,76.08,73.56,72.68,76.33,79.08,80.26,79.2,82.08,86.8,90.54,89.44,91.06,93.5,92.75,90.36,86.41,80.07,76.73,73.86,72.42,75.48,78.86,87.93,97.0,102.93,105.29,104.08,106.42,110.92,114.68,123.08,130.95,141.36,151.14,159.33,161.61,163.73,168.32,168.66,161.68,150.38,146.17,145.68,142.64,128.41,115.46,105.98,102.64,90.58,83.51,88.99,103.95,120.25,136.87,158.43,173.16,185.74,186.31,191.2,194.78,193.17,182.59,178.91,175.53,175.21,177.89,175.39,168.41,156.22,143.69,132.84,122.95,106.64,111.08,135.94,173.02,195.31,213.86,238.43,259.81,266.46,263.82,241.22,235.34,242.46,246.17,243.14,252.98,260.51,277.96,292.57,290.18,296.92,312.81,315.15,318.88,318.64,306.36,300.55,296.26,298.6,292.45,295.84,298.99,300.53,301.41,280.16,238.9,205.94,174.98,153.97,135.09,122.24,111.92,103.96,99.97,95.63,86.12,96.52,94.45,106.24,123.54,121.45,106.23,111.86,120.84,133.04,140.62,148.76,175.84,206.93,220.16,217.63,222.66,223.46,218.11,213.25,208.94,209.55,226.46,232.23,223.97,223.91,221.67,214.09,213.45,199.42,184.22,174.58,172.96,174.86,174.48,164.5,159.18,158.2,166.26,167.37,168.04,167.39,172.4,176.83,178.34,176.92,174.91,177.22,175.64,175.82,171.98,170.74,149.58,122.39,126.26,239.25,366.47,429.0,502.97,716.86,898.91,1061.74,1130.33,1139.91,1149.48,1141.14,1079.79,1042.42,979.65,902.91,855.37,864.52,875.9,893.55,916.45,947.21,990.18,998.52,977.78,968.82,966.6,983.84,992.56,992.58,1015.29,1016.89,1042.03,1078.1,1123.8,1198.92,1306.52,1436.75,1559.86,1647.73,1704.36,1848.02,1895.98,1944.12,2004.48,2036.33,2088.63,2133.05,2055.99,2019.39,1961.39,1895.29,1889.74,1869.39,1788.96,1774.5,1715.62,1658.72,1638.79,1609.73,1567.58,1522.93,1351.65,1284.69,1230.97,1134.25,1051.22,979.2,926.29,968.72,1002.42,1026.25,1048.88,1048.83,1052.95,1033.2,995.67,906.75,799.97,677.6,597.86,522.04,457.02,388.17,364.08,331.43,325.03,313.78,300.12,261.68,214.27,156.96,178.38,244.86,301.7,400.37,552.54,761.49,990.8,1090.27,1113.68,1118.05,1112.78,1105.89,1119.22,1017.0,1006.23,1004.25,992.45,960.61,945.45,923.19,977.78,1009.6,1000.93,1032.38,1053.77,1064.67,1053.6,1074.76,1041.94,1062.4,1055.25,1005.83,939.8,917.85,1151.33,1356.26,1362.59,1381.12,1442.08,1538.01,1567.39,1295.55,1096.8,1060.93,1014.52,887.87,709.64,513.26,530.34,470.96,436.55,361.12,361.12
